rebalance_date,ticker,weight,method,fund,family,sector,sentiment_signal
2022-08-31,ADBE,0.007947726011036277,min_variance,Combined Min Variance,Combined,,
2022-08-31,AEP,0.02404527382618963,min_variance,Combined Min Variance,Combined,,
2022-08-31,AMD,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,AMGN,0.08817114618631046,min_variance,Combined Min Variance,Combined,,
2022-08-31,AMT,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,BA,0.009274938194656112,min_variance,Combined Min Variance,Combined,,
2022-08-31,CAT,0.014916185149324248,min_variance,Combined Min Variance,Combined,,
2022-08-31,CCI,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,CMCSA,0.0007789839154919876,min_variance,Combined Min Variance,Combined,,
2022-08-31,COP,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,CVX,0.05440319163958696,min_variance,Combined Min Variance,Combined,,
2022-08-31,D,0.002317218877055499,min_variance,Combined Min Variance,Combined,,
2022-08-31,DD,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,DIS,0.029847987834939027,min_variance,Combined Min Variance,Combined,,
2022-08-31,DOW,0.01308091555578723,min_variance,Combined Min Variance,Combined,,
2022-08-31,DUK,0.06993486694088384,min_variance,Combined Min Variance,Combined,,
2022-08-31,EA,0.06615191700791692,min_variance,Combined Min Variance,Combined,,
2022-08-31,GE,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,GILD,0.08053362434114492,min_variance,Combined Min Variance,Combined,,
2022-08-31,GS,0.020972343208246723,min_variance,Combined Min Variance,Combined,,
2022-08-31,INTC,0.006274315738270558,min_variance,Combined Min Variance,Combined,,
2022-08-31,KO,0.04653925633349663,min_variance,Combined Min Variance,Combined,,
2022-08-31,MMM,0.011572668997492095,min_variance,Combined Min Variance,Combined,,
2022-08-31,MRK,0.04482712324584752,min_variance,Combined Min Variance,Combined,,
2022-08-31,MS,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,NEE,0.004676624641331636,min_variance,Combined Min Variance,Combined,,
2022-08-31,NEM,0.04245828112615875,min_variance,Combined Min Variance,Combined,,
2022-08-31,NKE,0.008596103540139054,min_variance,Combined Min Variance,Combined,,
2022-08-31,NUE,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,NVDA,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,O,0.0629264461370781,min_variance,Combined Min Variance,Combined,,
2022-08-31,OXY,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,PLD,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,PSA,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,QCOM,0.012438277990561752,min_variance,Combined Min Variance,Combined,,
2022-08-31,SBUX,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,SHW,0.025836784293235736,min_variance,Combined Min Variance,Combined,,
2022-08-31,SLB,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,SO,0.04305470230128581,min_variance,Combined Min Variance,Combined,,
2022-08-31,T,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,TMUS,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,TTWO,0.018595311066239833,min_variance,Combined Min Variance,Combined,,
2022-08-31,UPS,0.017967163374307257,min_variance,Combined Min Variance,Combined,,
2022-08-31,USB,0.01293943961297623,min_variance,Combined Min Variance,Combined,,
2022-08-31,V,0.005630121556598392,min_variance,Combined Min Variance,Combined,,
2022-08-31,WFC,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,WMT,0.06519554293861493,min_variance,Combined Min Variance,Combined,,
2022-08-31,XOM,0.015988325615886922,min_variance,Combined Min Variance,Combined,,
2022-08-31,ADA-USD,0.0004898628078934558,min_variance,Combined Min Variance,Combined,,
2022-08-31,BCH-USD,0.0003283707563710799,min_variance,Combined Min Variance,Combined,,
2022-08-31,BTC-USD,0.01488266061105599,min_variance,Combined Min Variance,Combined,,
2022-08-31,EOS-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,ETC-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,ETH-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,LTC-USD,0.000938458698829394,min_variance,Combined Min Variance,Combined,,
2022-08-31,TRX-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-08-31,XLM-USD,0.006469097645924248,min_variance,Combined Min Variance,Combined,,
2022-08-31,XRP-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,ABBV,0.0569444193106788,min_variance,Combined Min Variance,Combined,,
2022-09-30,ABT,0.0016235608760162429,min_variance,Combined Min Variance,Combined,,
2022-09-30,ADBE,0.00110466575478112,min_variance,Combined Min Variance,Combined,,
2022-09-30,AEP,0.011168150952794118,min_variance,Combined Min Variance,Combined,,
2022-09-30,AMD,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,AMGN,0.09919504349204945,min_variance,Combined Min Variance,Combined,,
2022-09-30,AMT,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,BA,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,CAT,0.012023257629386693,min_variance,Combined Min Variance,Combined,,
2022-09-30,CCI,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,CMCSA,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,COP,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,CVX,0.05441657503380438,min_variance,Combined Min Variance,Combined,,
2022-09-30,D,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,DD,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,DIS,0.02018794780374162,min_variance,Combined Min Variance,Combined,,
2022-09-30,DOW,0.007611466338446313,min_variance,Combined Min Variance,Combined,,
2022-09-30,DUK,0.049388382045282155,min_variance,Combined Min Variance,Combined,,
2022-09-30,EA,0.068278225850139,min_variance,Combined Min Variance,Combined,,
2022-09-30,GE,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,GILD,0.059265692493978395,min_variance,Combined Min Variance,Combined,,
2022-09-30,GS,0.017050383916492527,min_variance,Combined Min Variance,Combined,,
2022-09-30,INTC,0.00017675553420599084,min_variance,Combined Min Variance,Combined,,
2022-09-30,KO,0.05679290456698294,min_variance,Combined Min Variance,Combined,,
2022-09-30,MMM,0.027632192693693904,min_variance,Combined Min Variance,Combined,,
2022-09-30,MRK,0.04638190296754832,min_variance,Combined Min Variance,Combined,,
2022-09-30,MS,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,NEE,0.016073137290416647,min_variance,Combined Min Variance,Combined,,
2022-09-30,NEM,0.03670460493860088,min_variance,Combined Min Variance,Combined,,
2022-09-30,NKE,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,NUE,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,NVDA,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,O,0.08410743368080309,min_variance,Combined Min Variance,Combined,,
2022-09-30,OXY,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,PLD,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,PSA,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,QCOM,0.01851670103025008,min_variance,Combined Min Variance,Combined,,
2022-09-30,SBUX,0.009824416318660127,min_variance,Combined Min Variance,Combined,,
2022-09-30,SHW,0.02351064819368018,min_variance,Combined Min Variance,Combined,,
2022-09-30,SLB,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,SO,0.019256491667902605,min_variance,Combined Min Variance,Combined,,
2022-09-30,T,0.009750185148653044,min_variance,Combined Min Variance,Combined,,
2022-09-30,TMUS,0.0015056672762732211,min_variance,Combined Min Variance,Combined,,
2022-09-30,TTWO,0.020858724965790467,min_variance,Combined Min Variance,Combined,,
2022-09-30,UPS,0.018257918160442865,min_variance,Combined Min Variance,Combined,,
2022-09-30,USB,0.019220627657409985,min_variance,Combined Min Variance,Combined,,
2022-09-30,V,0.012319234639592946,min_variance,Combined Min Variance,Combined,,
2022-09-30,WFC,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,WMT,0.07237536293804157,min_variance,Combined Min Variance,Combined,,
2022-09-30,XOM,0.020309379644187234,min_variance,Combined Min Variance,Combined,,
2022-09-30,ADA-USD,0.0006270393012973593,min_variance,Combined Min Variance,Combined,,
2022-09-30,BCH-USD,0.0051887749421618504,min_variance,Combined Min Variance,Combined,,
2022-09-30,BTC-USD,0.005954582908021896,min_variance,Combined Min Variance,Combined,,
2022-09-30,EOS-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,ETC-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,ETH-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,LTC-USD,0.0037736194797693867,min_variance,Combined Min Variance,Combined,,
2022-09-30,TRX-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-09-30,XLM-USD,0.012623922558022579,min_variance,Combined Min Variance,Combined,,
2022-09-30,XRP-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,ABBV,0.05901267055362763,min_variance,Combined Min Variance,Combined,,
2022-10-31,ABT,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,ADBE,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,AEP,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,AMD,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,AMGN,0.10074281451683026,min_variance,Combined Min Variance,Combined,,
2022-10-31,AMT,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,BA,0.0011270939259347924,min_variance,Combined Min Variance,Combined,,
2022-10-31,CAT,0.005430265338018825,min_variance,Combined Min Variance,Combined,,
2022-10-31,CCI,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,CMCSA,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,COP,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,CVX,0.05276178489284205,min_variance,Combined Min Variance,Combined,,
2022-10-31,D,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,DD,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,DIS,0.02448229601669749,min_variance,Combined Min Variance,Combined,,
2022-10-31,DOW,0.015438101119181561,min_variance,Combined Min Variance,Combined,,
2022-10-31,DUK,0.03282378510816775,min_variance,Combined Min Variance,Combined,,
2022-10-31,EA,0.06854279942396285,min_variance,Combined Min Variance,Combined,,
2022-10-31,GE,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,GILD,0.024961990327967403,min_variance,Combined Min Variance,Combined,,
2022-10-31,GS,0.0058964360060522955,min_variance,Combined Min Variance,Combined,,
2022-10-31,INTC,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,KO,0.06023369657100345,min_variance,Combined Min Variance,Combined,,
2022-10-31,MMM,0.018285790376895462,min_variance,Combined Min Variance,Combined,,
2022-10-31,MRK,0.07038323533881366,min_variance,Combined Min Variance,Combined,,
2022-10-31,MS,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,NEE,0.011593838753553947,min_variance,Combined Min Variance,Combined,,
2022-10-31,NEM,0.03416748841348423,min_variance,Combined Min Variance,Combined,,
2022-10-31,NKE,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,NUE,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,NVDA,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,O,0.08358200156176049,min_variance,Combined Min Variance,Combined,,
2022-10-31,OXY,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,PLD,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,PSA,0.006486324904893075,min_variance,Combined Min Variance,Combined,,
2022-10-31,QCOM,0.02315220503542299,min_variance,Combined Min Variance,Combined,,
2022-10-31,SBUX,0.020189091016398115,min_variance,Combined Min Variance,Combined,,
2022-10-31,SHW,0.01475320891915035,min_variance,Combined Min Variance,Combined,,
2022-10-31,SLB,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,SO,0.020148383414010484,min_variance,Combined Min Variance,Combined,,
2022-10-31,T,0.011212252990194526,min_variance,Combined Min Variance,Combined,,
2022-10-31,TMUS,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,TTWO,0.025069591879931224,min_variance,Combined Min Variance,Combined,,
2022-10-31,UPS,0.02927171464530819,min_variance,Combined Min Variance,Combined,,
2022-10-31,USB,0.024584813955731623,min_variance,Combined Min Variance,Combined,,
2022-10-31,V,0.01880185798022082,min_variance,Combined Min Variance,Combined,,
2022-10-31,WFC,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,WMT,0.06957536883604074,min_variance,Combined Min Variance,Combined,,
2022-10-31,XOM,0.025518421343520645,min_variance,Combined Min Variance,Combined,,
2022-10-31,ADA-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,BCH-USD,0.00631547555052346,min_variance,Combined Min Variance,Combined,,
2022-10-31,BTC-USD,0.003047589889229885,min_variance,Combined Min Variance,Combined,,
2022-10-31,EOS-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,ETC-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,ETH-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-10-31,LTC-USD,0.004432261878816179,min_variance,Combined Min Variance,Combined,,
2022-10-31,TRX-USD,0.00583992105200907,min_variance,Combined Min Variance,Combined,,
2022-10-31,XLM-USD,0.019778556265537168,min_variance,Combined Min Variance,Combined,,
2022-10-31,XRP-USD,0.002356872198267358,min_variance,Combined Min Variance,Combined,,
2022-11-30,ABBV,0.055245645016980795,min_variance,Combined Min Variance,Combined,,
2022-11-30,ABT,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,ADBE,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,AEP,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,AMD,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,AMGN,0.09717979089059303,min_variance,Combined Min Variance,Combined,,
2022-11-30,AMT,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,BA,0.008664164032884114,min_variance,Combined Min Variance,Combined,,
2022-11-30,CAT,0.00029902116704137206,min_variance,Combined Min Variance,Combined,,
2022-11-30,CCI,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,CMCSA,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,COP,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,CVX,0.04488602368273855,min_variance,Combined Min Variance,Combined,,
2022-11-30,D,0.01588894337552957,min_variance,Combined Min Variance,Combined,,
2022-11-30,DD,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,DIS,0.003504218078108252,min_variance,Combined Min Variance,Combined,,
2022-11-30,DOW,0.006032130831094704,min_variance,Combined Min Variance,Combined,,
2022-11-30,DUK,0.03130760337574056,min_variance,Combined Min Variance,Combined,,
2022-11-30,EA,0.07952837644904809,min_variance,Combined Min Variance,Combined,,
2022-11-30,GE,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,GILD,0.025225740086958236,min_variance,Combined Min Variance,Combined,,
2022-11-30,GS,0.017734760138075845,min_variance,Combined Min Variance,Combined,,
2022-11-30,INTC,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,KO,0.06978904886622364,min_variance,Combined Min Variance,Combined,,
2022-11-30,MMM,0.02381942188006871,min_variance,Combined Min Variance,Combined,,
2022-11-30,MRK,0.11594008248211236,min_variance,Combined Min Variance,Combined,,
2022-11-30,MS,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,NEE,0.012634153429947843,min_variance,Combined Min Variance,Combined,,
2022-11-30,NEM,0.017066337191691774,min_variance,Combined Min Variance,Combined,,
2022-11-30,NKE,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,NUE,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,NVDA,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,O,0.07673956141010058,min_variance,Combined Min Variance,Combined,,
2022-11-30,OXY,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,PLD,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,PSA,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,QCOM,0.007943749673510593,min_variance,Combined Min Variance,Combined,,
2022-11-30,SBUX,0.023066506889947103,min_variance,Combined Min Variance,Combined,,
2022-11-30,SHW,0.004890653838538434,min_variance,Combined Min Variance,Combined,,
2022-11-30,SLB,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,SO,0.002830353833397995,min_variance,Combined Min Variance,Combined,,
2022-11-30,T,0.013017307248117024,min_variance,Combined Min Variance,Combined,,
2022-11-30,TMUS,0.012829570750740817,min_variance,Combined Min Variance,Combined,,
2022-11-30,TTWO,0.031165098439782157,min_variance,Combined Min Variance,Combined,,
2022-11-30,UPS,0.030717249966859386,min_variance,Combined Min Variance,Combined,,
2022-11-30,USB,0.02317971460987836,min_variance,Combined Min Variance,Combined,,
2022-11-30,V,0.006852925094295764,min_variance,Combined Min Variance,Combined,,
2022-11-30,WFC,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,WMT,0.06877588189775481,min_variance,Combined Min Variance,Combined,,
2022-11-30,XOM,0.03190091639731454,min_variance,Combined Min Variance,Combined,,
2022-11-30,ADA-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,BCH-USD,0.010811531192585723,min_variance,Combined Min Variance,Combined,,
2022-11-30,BTC-USD,0.0037533967610230744,min_variance,Combined Min Variance,Combined,,
2022-11-30,EOS-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,ETC-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,ETH-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-11-30,LTC-USD,0.0059997950283163315,min_variance,Combined Min Variance,Combined,,
2022-11-30,TRX-USD,0.008182950599963051,min_variance,Combined Min Variance,Combined,,
2022-11-30,XLM-USD,0.01259737539303667,min_variance,Combined Min Variance,Combined,,
2022-11-30,XRP-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,ABBV,0.06162939332691984,min_variance,Combined Min Variance,Combined,,
2022-12-30,ABT,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,ADBE,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,AEP,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,AMD,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,AMGN,0.09249003118950094,min_variance,Combined Min Variance,Combined,,
2022-12-30,AMT,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,BA,0.009424545122286698,min_variance,Combined Min Variance,Combined,,
2022-12-30,CAT,0.005355786107268198,min_variance,Combined Min Variance,Combined,,
2022-12-30,CCI,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,CMCSA,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,COP,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,CVX,0.04174203333864197,min_variance,Combined Min Variance,Combined,,
2022-12-30,D,0.0164802712736489,min_variance,Combined Min Variance,Combined,,
2022-12-30,DD,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,DIS,0.0022796614965373,min_variance,Combined Min Variance,Combined,,
2022-12-30,DOW,0.00760079323116363,min_variance,Combined Min Variance,Combined,,
2022-12-30,DUK,0.03586470153653566,min_variance,Combined Min Variance,Combined,,
2022-12-30,EA,0.08227870576668819,min_variance,Combined Min Variance,Combined,,
2022-12-30,GE,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,GILD,0.012938822169207246,min_variance,Combined Min Variance,Combined,,
2022-12-30,GS,0.024343928211336536,min_variance,Combined Min Variance,Combined,,
2022-12-30,INTC,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,KO,0.070460172278748,min_variance,Combined Min Variance,Combined,,
2022-12-30,MMM,0.023711516536295742,min_variance,Combined Min Variance,Combined,,
2022-12-30,MRK,0.09992354856390509,min_variance,Combined Min Variance,Combined,,
2022-12-30,MS,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,NEE,0.007084283824668369,min_variance,Combined Min Variance,Combined,,
2022-12-30,NEM,0.01823822766751748,min_variance,Combined Min Variance,Combined,,
2022-12-30,NKE,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,NUE,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,NVDA,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,O,0.0848277613466839,min_variance,Combined Min Variance,Combined,,
2022-12-30,OXY,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,PLD,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,PSA,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,QCOM,0.004775628653038595,min_variance,Combined Min Variance,Combined,,
2022-12-30,SBUX,0.024946708699098652,min_variance,Combined Min Variance,Combined,,
2022-12-30,SHW,0.006176433139637235,min_variance,Combined Min Variance,Combined,,
2022-12-30,SLB,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,SO,0.008163622779422236,min_variance,Combined Min Variance,Combined,,
2022-12-30,T,0.017296003931702976,min_variance,Combined Min Variance,Combined,,
2022-12-30,TMUS,0.01643454375835009,min_variance,Combined Min Variance,Combined,,
2022-12-30,TTWO,0.03042970424070075,min_variance,Combined Min Variance,Combined,,
2022-12-30,UPS,0.026404492898683983,min_variance,Combined Min Variance,Combined,,
2022-12-30,USB,0.01792270256214452,min_variance,Combined Min Variance,Combined,,
2022-12-30,V,0.010939565115767907,min_variance,Combined Min Variance,Combined,,
2022-12-30,WFC,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,WMT,0.06862873702386132,min_variance,Combined Min Variance,Combined,,
2022-12-30,XOM,0.027054946314206255,min_variance,Combined Min Variance,Combined,,
2022-12-30,ADA-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,BCH-USD,0.012102682576712633,min_variance,Combined Min Variance,Combined,,
2022-12-30,BTC-USD,0.003209725178918598,min_variance,Combined Min Variance,Combined,,
2022-12-30,EOS-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,ETC-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,ETH-USD,0.0,min_variance,Combined Min Variance,Combined,,
2022-12-30,LTC-USD,0.003745053205077032,min_variance,Combined Min Variance,Combined,,
2022-12-30,TRX-USD,0.009388201976160146,min_variance,Combined Min Variance,Combined,,
2022-12-30,XLM-USD,0.015707064958963252,min_variance,Combined Min Variance,Combined,,
2022-12-30,XRP-USD,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,ABBV,0.049636901398701465,min_variance,Combined Min Variance,Combined,,
2023-01-31,ABT,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,ADBE,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,AEP,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,AMD,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,AMGN,0.09181954726534584,min_variance,Combined Min Variance,Combined,,
2023-01-31,AMT,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,BA,0.0070803466573018245,min_variance,Combined Min Variance,Combined,,
2023-01-31,CAT,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,CCI,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,CMCSA,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,COP,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,CVX,0.03945997550135535,min_variance,Combined Min Variance,Combined,,
2023-01-31,D,0.022342858679077305,min_variance,Combined Min Variance,Combined,,
2023-01-31,DD,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,DIS,0.007443689194892718,min_variance,Combined Min Variance,Combined,,
2023-01-31,DOW,0.012763129011666935,min_variance,Combined Min Variance,Combined,,
2023-01-31,DUK,0.04173121819154954,min_variance,Combined Min Variance,Combined,,
2023-01-31,EA,0.09238814113427976,min_variance,Combined Min Variance,Combined,,
2023-01-31,GE,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,GILD,0.011457283811675162,min_variance,Combined Min Variance,Combined,,
2023-01-31,GS,0.026050689507116743,min_variance,Combined Min Variance,Combined,,
2023-01-31,INTC,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,KO,0.06447082744162652,min_variance,Combined Min Variance,Combined,,
2023-01-31,MMM,0.020217412807938793,min_variance,Combined Min Variance,Combined,,
2023-01-31,MRK,0.088826973227894,min_variance,Combined Min Variance,Combined,,
2023-01-31,MS,0.001368203660005582,min_variance,Combined Min Variance,Combined,,
2023-01-31,NEE,0.022962195261913575,min_variance,Combined Min Variance,Combined,,
2023-01-31,NEM,0.015102930749467227,min_variance,Combined Min Variance,Combined,,
2023-01-31,NKE,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,NUE,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,NVDA,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,O,0.09728779206666881,min_variance,Combined Min Variance,Combined,,
2023-01-31,OXY,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,PLD,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,PSA,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,QCOM,0.005048709415979505,min_variance,Combined Min Variance,Combined,,
2023-01-31,SBUX,0.015322655911728798,min_variance,Combined Min Variance,Combined,,
2023-01-31,SHW,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,SLB,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,SO,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,T,0.03025192608493644,min_variance,Combined Min Variance,Combined,,
2023-01-31,TMUS,0.012788489463605732,min_variance,Combined Min Variance,Combined,,
2023-01-31,TTWO,0.02958533909656487,min_variance,Combined Min Variance,Combined,,
2023-01-31,UPS,0.02326195377566623,min_variance,Combined Min Variance,Combined,,
2023-01-31,USB,0.015218645091351112,min_variance,Combined Min Variance,Combined,,
2023-01-31,V,0.018364485429949468,min_variance,Combined Min Variance,Combined,,
2023-01-31,WFC,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,WMT,0.06777622140649849,min_variance,Combined Min Variance,Combined,,
2023-01-31,XOM,0.02415049217688626,min_variance,Combined Min Variance,Combined,,
2023-01-31,ADA-USD,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,BCH-USD,0.014150850155850467,min_variance,Combined Min Variance,Combined,,
2023-01-31,BTC-USD,0.0010071482526980845,min_variance,Combined Min Variance,Combined,,
2023-01-31,EOS-USD,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,ETC-USD,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,ETH-USD,0.0,min_variance,Combined Min Variance,Combined,,
2023-01-31,LTC-USD,0.0052013403886224,min_variance,Combined Min Variance,Combined,,
2023-01-31,TRX-USD,0.010380915454081801,min_variance,Combined Min Variance,Combined,,
2023-01-31,XLM-USD,0.015080712327103242,min_variance,Combined Min Variance,Combined,,
2023-01-31,XRP-USD,0.0,min_variance,Combined Min Variance,Combined,,
2023-02-28,ABBV,0.04127507317484916,min_variance,Combined Min Variance,Combined,,
2023-02-28,ABT,0.0,min_variance,Combined Min Variance,Combined,,
2023-02-28,ADBE,0.0,min_variance,Combined Min Variance,Combined,,
2023-02-28,AEP,0.0,min_variance,Combined Min Variance,Combined,,
2023-02-28,AMD,0.0,min_variance,Combined Min Variance,Combined,,
2023-02-28,AMGN,0.10636765413259568,min_variance,Combined Min Variance,Combined,,
